x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.0,0.0,0.0,-0.05502122640609741,-0.0480266809463501,-0.02932318377202847,-0.09571278095245361,-0.11953794956207275,-0.04778124096697667,-0.09619158506393433,-0.19116228818893433,-0.06731455850309231,-0.05780684947967529,-0.23158854246139526,-0.08485055792039731,-0.05347651243209839,-0.24480944871902466,-0.01595566126412251,-0.05544179677963257,-0.34467846155166626,-0.04085813167399266,-0.055260658264160156,-0.40134167671203613,-0.057490658786953475,-0.050541043281555176,-0.45143407583236694,-0.07038455533689358,-0.01392143964767456,-0.23641455173492432,-0.021976061937273528,-0.007582485675811768,-0.3421950936317444,-0.0645726181835542,-0.02397698163986206,-0.29017215967178345,-0.07904083358949521,-0.034087300300598145,-0.24057036638259888,-0.0778269328445802,0.024081289768218994,-0.2105523943901062,-0.03232137191003659,0.03562957048416138,-0.29949668049812317,-0.07295926737493375,0.011753201484680176,-0.23952645063400269,-0.07175275760597088,-0.003323197364807129,-0.1874638795852661,-0.0593339994818578,0.060337185859680176,-0.1664055585861206,-0.04562983739084103,0.07025867700576782,-0.22216033935546875,-0.07268609928792813,0.047850847244262695,-0.18882513046264648,-0.07088653075403073,0.0312383770942688,-0.15322774648666382,-0.06294982957548001,Left
0.0,0.0,0.0,-0.05460470914840698,-0.04597204923629761,-0.029612610413742857,-0.09578144550323486,-0.11955684423446655,-0.04777889542193492,-0.09682422876358032,-0.19127070903778076,-0.06699262775392612,-0.058065056800842285,-0.2316979169845581,-0.0841600245973595,-0.0547175407409668,-0.24373459815979004,-0.015622598416221933,-0.05677741765975952,-0.3431439697742462,-0.04060127429575999,-0.05651050806045532,-0.3996621370315552,-0.056943385227633314,-0.05104929208755493,-0.4502044916152954,-0.06942513801069339,-0.014997363090515137,-0.23545724153518677,-0.021706581412864523,-0.00733029842376709,-0.34471195936203003,-0.06549976237030108,-0.02398616075515747,-0.2927224040031433,-0.0800878650686272,-0.03425240516662598,-0.24082082509994507,-0.07797810651273807,0.023061752319335938,-0.2097678780555725,-0.032121690287304716,0.03519183397293091,-0.29919424653053284,-0.07389850385398944,0.012231111526489258,-0.23839157819747925,-0.07281476475210269,-0.0018485188484191895,-0.18557697534561157,-0.05964585609645923,0.059805452823638916,-0.16628962755203247,-0.045470131858301954,0.07061856985092163,-0.2240247130393982,-0.07301556534977038,0.0486072301864624,-0.18809634447097778,-0.07090530015440066,0.03221243619918823,-0.15016072988510132,-0.062355043663693266,Left
0.0,0.0,0.0,-0.055186688899993896,-0.04736059904098511,-0.02809925787162193,-0.0970994234085083,-0.11903750896453857,-0.045495499298089825,-0.09804445505142212,-0.19259387254714966,-0.06406001411389717,-0.057801902294158936,-0.23032146692276,-0.08069850169133552,-0.055731892585754395,-0.2411874532699585,-0.014641018957012975,-0.0574306845664978,-0.3423187732696533,-0.03905145861219772,-0.05774521827697754,-0.39891982078552246,-0.05483897440146812,-0.05341118574142456,-0.44988396763801575,-0.06714751981210121,-0.016832411289215088,-0.23476076126098633,-0.020901747420543515,-0.011839866638183594,-0.3423839211463928,-0.06235354803513893,-0.026410460472106934,-0.28763556480407715,-0.07497490607213386,-0.03438222408294678,-0.23914766311645508,-0.07229812853049644,0.021140754222869873,-0.2106386423110962,-0.03136287666868576,0.03221648931503296,-0.3006693720817566,-0.07095649503182777,0.011075913906097412,-0.23657441139221191,-0.06698131226014503,-0.0018007755279541016,-0.1851598620414734,-0.052579965815061414,0.057727694511413574,-0.1677679419517517,-0.04478737749170669,0.06660151481628418,-0.22493022680282593,-0.07055844776343712,0.04549753665924072,-0.18778449296951294,-0.06644037030648597,0.030943691730499268,-0.15187287330627441,-0.05682167448114761,Left
0.0,0.0,0.0,-0.054971396923065186,-0.04856729507446289,-0.027784990773142226,-0.09579479694366455,-0.11874717473983765,-0.045704598233641036,-0.09682899713516235,-0.18959152698516846,-0.06502119700664366,-0.05750924348831177,-0.2264348864555359,-0.0825154210185417,-0.054662466049194336,-0.242037832736969,-0.014017969064951785,-0.056379854679107666,-0.3398999273777008,-0.03841851155513609,-0.05669748783111572,-0.3951617479324341,-0.0546923528169998,-0.0522497296333313,-0.4448864459991455,-0.0672118241643318,-0.015779495239257812,-0.23404544591903687,-0.020613967136085876,-0.0096815824508667,-0.33991384506225586,-0.06249518941396559,-0.024948835372924805,-0.28808844089508057,-0.07640189926380003,-0.033493638038635254,-0.23950821161270142,-0.07456213484758223,0.02190762758255005,-0.2089625597000122,-0.031418210521877654,0.034387171268463135,-0.29745450615882874,-0.07118318478816832,0.012375891208648682,-0.23795944452285767,-0.06938890616649473,-0.0013225078582763672,-0.18687653541564941,-0.056404574469269164,0.05807214975357056,-0.16572177410125732,-0.04508971299284781,0.06886148452758789,-0.22298544645309448,-0.07070233176702345,0.048503577709198,-0.18935149908065796,-0.06779584537500227,0.033772408962249756,-0.15382885932922363,-0.05909088502878035,Left
0.0,0.0,0.0,-0.05414301156997681,-0.047781527042388916,-0.028202188795262373,-0.09479647874832153,-0.1164516806602478,-0.04659501801972965,-0.09808790683746338,-0.1868472695350647,-0.066311686893755,-0.06036597490310669,-0.22597259283065796,-0.08435499634390453,-0.055064380168914795,-0.2377346158027649,-0.015356636268847978,-0.05771571397781372,-0.33678334951400757,-0.040589537134223974,-0.05913269519805908,-0.39323824644088745,-0.05740462954884151,-0.055510759353637695,-0.443973183631897,-0.07021876390820125,-0.016404449939727783,-0.23026299476623535,-0.022053232079201734,-0.011066973209381104,-0.33845484256744385,-0.06516419317370037,-0.027698814868927002,-0.2857406735420227,-0.07968399639969448,-0.03688138723373413,-0.23607850074768066,-0.0778993811810551,0.021114587783813477,-0.2061050534248352,-0.0329242345297871,0.03154551982879639,-0.2949827313423157,-0.07333509590273479,0.00869065523147583,-0.23632782697677612,-0.07177228446846584,-0.004510343074798584,-0.18582844734191895,-0.058688927104526556,0.057406067848205566,-0.16417521238327026,-0.04664246704226116,0.06570696830749512,-0.2235867977142334,-0.07180721279030422,0.04506927728652954,-0.19069606065750122,-0.06827591325884441,0.031167268753051758,-0.15509933233261108,-0.05915010314231495,Left
0.0,0.0,0.0,-0.05466181039810181,-0.04557788372039795,-0.02933951502190979,-0.09620136022567749,-0.11540889739990234,-0.047320921323169785,-0.0990498960018158,-0.18579185009002686,-0.06650759314643295,-0.06118881702423096,-0.22430163621902466,-0.08382277225600632,-0.05658996105194092,-0.23692691326141357,-0.01489340083198698,-0.06018644571304321,-0.3351019024848938,-0.04011667927252205,-0.06117522716522217,-0.39139285683631897,-0.056899223825801926,-0.05711638927459717,-0.4418044686317444,-0.0696001801406041,-0.017357826232910156,-0.23058152198791504,-0.020681137568224983,-0.01147991418838501,-0.3359328508377075,-0.06482128833876999,-0.02830594778060913,-0.2850574254989624,-0.08005604927884491,-0.0382651686668396,-0.23507392406463623,-0.07844723795997055,0.020402729511260986,-0.20763331651687622,-0.030838502920140343,0.031327247619628906,-0.2943805456161499,-0.07296780531751068,0.007772326469421387,-0.23529678583145142,-0.07276934420215042,-0.006552278995513916,-0.18348699808120728,-0.0599321540211335,0.05666548013687134,-0.16711533069610596,-0.04384411533819588,0.06592243909835815,-0.22355353832244873,-0.07096831535445602,0.045010268688201904,-0.1904091238975525,-0.06907734309779556,0.030207931995391846,-0.15462499856948853,-0.06056233530389221,Left
0.0,0.0,0.0,-0.054309189319610596,-0.04979062080383301,-0.028361996925092114,-0.09531354904174805,-0.11923164129257202,-0.04669781244418658,-0.09960192441940308,-0.18921518325805664,-0.06670411146304644,-0.062045931816101074,-0.22983086109161377,-0.0848290047707323,-0.05712789297103882,-0.24143677949905396,-0.012400905890977754,-0.061237335205078125,-0.3383380174636841,-0.03761985368154086,-0.06238579750061035,-0.3942986726760864,-0.0548059961857561,-0.0577968955039978,-0.4445558190345764,-0.06782579637191333,-0.018576741218566895,-0.23469865322113037,-0.01898504450044669,-0.013010859489440918,-0.34119272232055664,-0.06188899866364039,-0.0297774076461792,-0.28851646184921265,-0.07678525365016498,-0.039239346981048584,-0.23995882272720337,-0.07529814011476077,0.01905888319015503,-0.2110193967819214,-0.030041558957314862,0.030498087406158447,-0.2997611165046692,-0.07088230020425357,0.006883561611175537,-0.23892295360565186,-0.06979825562856234,-0.007011353969573975,-0.18631362915039062,-0.05670990637562312,0.05508929491043091,-0.16923809051513672,-0.04399214527628459,0.0635979175567627,-0.22849422693252563,-0.06983580655477084,0.042567551136016846,-0.19514477252960205,-0.06696131295583285,0.028165042400360107,-0.1586834192276001,-0.05802646867058314,Left
0.0,0.0,0.0,-0.053745150566101074,-0.048753976821899414,-0.02830400164471314,-0.09468278288841248,-0.11865353584289551,-0.04658402721629784,-0.09913569688796997,-0.18855983018875122,-0.06644385154591248,-0.0614469051361084,-0.22891473770141602,-0.08435971136437104,-0.05632120370864868,-0.23970139026641846,-0.012971724711817956,-0.06080251932144165,-0.33763009309768677,-0.03808224792824433,-0.06250905990600586,-0.3936919569969177,-0.05475454624043152,-0.058319270610809326,-0.4433586001396179,-0.06723766620503113,-0.017796874046325684,-0.2323157787322998,-0.019342426538926816,-0.011861681938171387,-0.3384382426738739,-0.06256019915686295,-0.02906191349029541,-0.28512370586395264,-0.07688779975519822,-0.038407862186431885,-0.2352260947227478,-0.07470569606171296,0.019432663917541504,-0.20885181427001953,-0.030142408192617154,0.029889404773712158,-0.2971363663673401,-0.07077880795345948,0.00661468505859375,-0.23651444911956787,-0.06876935656414673,-0.005936324596405029,-0.184332013130188,-0.05495405788765595,0.0552980899810791,-0.16785675287246704,-0.0438593424414222,0.0640602707862854,-0.2268018126487732,-0.06879597003803894,0.0436246395111084,-0.19430536031723022,-0.06515280748949692,0.030675232410430908,-0.15892159938812256,-0.05573224867926285,Left
0.0,0.0,0.0,-0.05463796854019165,-0.047980546951293945,-0.02750446569950782,-0.09589153528213501,-0.11788523197174072,-0.04508677420051299,-0.0997016429901123,-0.1878858208656311,-0.0642648704055091,-0.0630151629447937,-0.2281319499015808,-0.08150384497673713,-0.057085514068603516,-0.2369452714920044,-0.013537497416450606,-0.06123727560043335,-0.33633512258529663,-0.03826008659632407,-0.06317299604415894,-0.3926774263381958,-0.054662312537743674,-0.05956590175628662,-0.442946195602417,-0.0671611495021125,-0.01868969202041626,-0.2302614450454712,-0.020077384233786688,-0.01312100887298584,-0.3378601670265198,-0.0630206830504676,-0.03034663200378418,-0.2862321138381958,-0.07736801278622352,-0.03968614339828491,-0.2363467812538147,-0.07562197667391501,0.018761038780212402,-0.20717650651931763,-0.030897426575734244,0.028851032257080078,-0.2984953224658966,-0.07128789198429786,0.00473785400390625,-0.24006980657577515,-0.07011012655527793,-0.008767783641815186,-0.18767458200454712,-0.057303725898577795,0.05510854721069336,-0.16627919673919678,-0.04456734952361785,0.06579071283340454,-0.22658634185791016,-0.07030303698809348,0.04339784383773804,-0.19523662328720093,-0.06804346215756141,0.027459561824798584,-0.15888386964797974,-0.05982410457761489,Left
0.0,0.0,0.0,-0.053314268589019775,-0.046977698802948,-0.027425923617862225,-0.09321039915084839,-0.11637306213378906,-0.04560654726841307,-0.09585770964622498,-0.18363219499588013,-0.06532127899148321,-0.05981332063674927,-0.22356092929840088,-0.0832910735628829,-0.05359494686126709,-0.23737579584121704,-0.014434368582747936,-0.05739998817443848,-0.3340997099876404,-0.03937383112528181,-0.05861234664916992,-0.39023733139038086,-0.05623266217329359,-0.054445087909698486,-0.4402328133583069,-0.06884666276194906,-0.014770746231079102,-0.22959166765213013,-0.021333831595562458,-0.007274925708770752,-0.3362067937850952,-0.06430519861199713,-0.024968624114990234,-0.2908632755279541,-0.07956135761954641,-0.03564178943634033,-0.24161267280578613,-0.07833043229796743,0.0224764347076416,-0.20491671562194824,-0.03239007410623884,0.03340524435043335,-0.29425299167633057,-0.07251307857253408,0.009303629398345947,-0.23966681957244873,-0.0723749969623313,-0.0045555830001831055,-0.18785983324050903,-0.06025783834078169,0.05836975574493408,-0.1626676321029663,-0.0462226320526824,0.06731617450714111,-0.22027325630187988,-0.07187741738774633,0.045745015144348145,-0.18956196308135986,-0.06986243766763067,0.0305788516998291,-0.15354609489440918,-0.06168266502239561,Left
