x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.0,0.0,0.0,-0.06382453441619873,-0.046823859214782715,-0.03788753830475855,-0.11043459177017212,-0.11416763067245483,-0.062257485917044164,-0.09864705801010132,-0.18127530813217163,-0.08702257879657793,-0.06268483400344849,-0.23052889108657837,-0.10943280764503527,-0.08197832107543945,-0.26501545310020447,-0.030652808478308202,-0.09306788444519043,-0.3779010772705078,-0.06189508595151949,-0.09476488828659058,-0.4464212954044342,-0.08256257929487276,-0.09327834844589233,-0.507725864648819,-0.09749498077316332,-0.03242069482803345,-0.263071745634079,-0.03358618029041338,-0.030331134796142578,-0.3565235137939453,-0.08534984149618197,-0.03712785243988037,-0.2935332655906677,-0.10212031610889483,-0.04206836223602295,-0.2328847050666809,-0.10077437617464113,0.013932526111602783,-0.24196863174438477,-0.04149570920152712,0.020547807216644287,-0.3145763874053955,-0.09017799653692293,0.00447922945022583,-0.24817198514938354,-0.08915425696058321,-0.007147729396820068,-0.18949300050735474,-0.07386193283481646,0.05770689249038696,-0.2062169909477234,-0.05307686187906313,0.07503366470336914,-0.27486205101013184,-0.0843216092197423,0.057964205741882324,-0.25004321336746216,-0.0824033752886777,0.040188491344451904,-0.21414422988891602,-0.07217314698381472,Left
0.0,0.0,0.0,-0.06436735391616821,-0.04732155799865723,-0.0396353726993226,-0.1118742823600769,-0.11395776271820068,-0.06476256007057657,-0.10182756185531616,-0.1832619309425354,-0.09028193855387201,-0.06518006324768066,-0.23339349031448364,-0.1132849504957818,-0.0830615758895874,-0.26446229219436646,-0.029971289799632927,-0.09477806091308594,-0.3775852620601654,-0.061879893184723755,-0.09674179553985596,-0.44551151990890503,-0.08317809307676782,-0.09501570463180542,-0.506952702999115,-0.09865141415697565,-0.03372758626937866,-0.2631261348724365,-0.03235018381577959,-0.03267592191696167,-0.35458868741989136,-0.08613347017866602,-0.03883320093154907,-0.2919374108314514,-0.104483296514573,-0.04347968101501465,-0.23168069124221802,-0.10389260703426828,0.012636542320251465,-0.24341213703155518,-0.04006729403239717,0.01908057928085327,-0.3144031763076782,-0.09099268668991556,0.0032077431678771973,-0.24749284982681274,-0.09163217747313013,-0.009383976459503174,-0.18771499395370483,-0.07696012908321848,0.05693018436431885,-0.20927375555038452,-0.051579312772574326,0.07384014129638672,-0.2753541171550751,-0.08472338074547281,0.056572139263153076,-0.24922800064086914,-0.08437064045769205,0.03748065233230591,-0.21224266290664673,-0.0749945988665246,Left
0.0,0.0,0.0,-0.06409710645675659,-0.04693382978439331,-0.04014112448759022,-0.11154592037200928,-0.11388975381851196,-0.06537463164396229,-0.10184431076049805,-0.18238943815231323,-0.09094474113054218,-0.06477886438369751,-0.23215413093566895,-0.11398797130651417,-0.08235573768615723,-0.26547977328300476,-0.030109277204346085,-0.09410929679870605,-0.3785419762134552,-0.06184639057583752,-0.09582263231277466,-0.44653528928756714,-0.0830128083235735,-0.09390223026275635,-0.5078809857368469,-0.0983815605051035,-0.03289210796356201,-0.26386183500289917,-0.03225752732224407,-0.03217875957489014,-0.35537952184677124,-0.08592567241258564,-0.03907042741775513,-0.2935445308685303,-0.10451039320297184,-0.04419147968292236,-0.2340126633644104,-0.10407202339239063,0.013659238815307617,-0.24380934238433838,-0.039782989979457284,0.019565105438232422,-0.3145129680633545,-0.09094744569129887,0.003055095672607422,-0.2472732663154602,-0.09205267971820774,-0.009728193283081055,-0.18799424171447754,-0.07756799107856693,0.0581020712852478,-0.2094760537147522,-0.05108974522418919,0.07449686527252197,-0.27561697363853455,-0.08449068313903751,0.056704163551330566,-0.24947625398635864,-0.08447306251592579,0.03756368160247803,-0.21322566270828247,-0.07526722198791447,Left
0.0,0.0,0.0,-0.0641975998878479,-0.047515153884887695,-0.03877813746084513,-0.11192053556442261,-0.11530524492263794,-0.06346068908323588,-0.10271185636520386,-0.1839756965637207,-0.08873395998825373,-0.06631159782409668,-0.23436695337295532,-0.11148403962005915,-0.08267277479171753,-0.2671034336090088,-0.02937072892536463,-0.09474813938140869,-0.38037973642349243,-0.0607586130951816,-0.09671342372894287,-0.44832414388656616,-0.08143708486904444,-0.0949932336807251,-0.5094588696956635,-0.09635531534303965,-0.03357023000717163,-0.2654195725917816,-0.0320820250069076,-0.03299868106842041,-0.35755372047424316,-0.08520447839845957,-0.03988385200500488,-0.29612109065055847,-0.10307110478033366,-0.044608473777770996,-0.2364150881767273,-0.10215632249464335,0.012687921524047852,-0.24514681100845337,-0.040067758456366676,0.017794787883758545,-0.31637176871299744,-0.09064299990286173,0.0016054511070251465,-0.24950534105300903,-0.09108446915497126,-0.010095655918121338,-0.18995821475982666,-0.07618628074278178,0.05702054500579834,-0.21047896146774292,-0.05177332465400042,0.07346326112747192,-0.27803999185562134,-0.08464449276079478,0.05614668130874634,-0.2535145878791809,-0.08421862502445521,0.03794008493423462,-0.21763920783996582,-0.07472464819301905,Left
0.0,0.0,0.0,-0.064608633518219,-0.047561585903167725,-0.03902893557355469,-0.11235558986663818,-0.11557149887084961,-0.06362556337521141,-0.10278981924057007,-0.18493187427520752,-0.08877974419996804,-0.06657552719116211,-0.23473477363586426,-0.11141954033777779,-0.08285003900527954,-0.26710832118988037,-0.02906446016535824,-0.09518605470657349,-0.3805105984210968,-0.06033376648233002,-0.09723013639450073,-0.44835934042930603,-0.08096255033419197,-0.09575730562210083,-0.5096013247966766,-0.09594574242041176,-0.0337333083152771,-0.2655082941055298,-0.031669635764814075,-0.03305697441101074,-0.35697829723358154,-0.08491617112562722,-0.03928440809249878,-0.2947155833244324,-0.10292724191353386,-0.04384344816207886,-0.23477959632873535,-0.10210065215036934,0.012438416481018066,-0.24553942680358887,-0.03960956677005356,0.01806056499481201,-0.3163602948188782,-0.09041198759481972,0.0020610690116882324,-0.249211847782135,-0.09121424376175469,-0.010146141052246094,-0.18979138135910034,-0.07659875272915428,0.056736648082733154,-0.21124130487442017,-0.05127422928021019,0.07292097806930542,-0.2772100865840912,-0.08444048135683602,0.05541342496871948,-0.2511748671531677,-0.08433270125792092,0.03659534454345703,-0.2145613431930542,-0.07510201304361885,Left
0.0,0.0,0.0,-0.06352823972702026,-0.04680204391479492,-0.040328743186172744,-0.11125767230987549,-0.11435925960540771,-0.06582255500214984,-0.10226184129714966,-0.1839061975479126,-0.09163549381154468,-0.06511646509170532,-0.234788715839386,-0.11490938651221683,-0.08198845386505127,-0.266224205493927,-0.030332733195599815,-0.093625009059906,-0.37923675775527954,-0.06233890193360736,-0.09527701139450073,-0.44726473093032837,-0.08361891495841434,-0.09335553646087646,-0.5087374746799469,-0.0991216881837218,-0.03272843360900879,-0.264728844165802,-0.03257488298076083,-0.03192543983459473,-0.35686206817626953,-0.08670604812758853,-0.039185285568237305,-0.29416289925575256,-0.10544999527591159,-0.0445253849029541,-0.23402392864227295,-0.1050801186527579,0.01359546184539795,-0.24455028772354126,-0.04024463358181407,0.01983398199081421,-0.31642258167266846,-0.09180948722022464,0.0025650858879089355,-0.24933171272277832,-0.09330225574630191,-0.010793805122375488,-0.1897108554840088,-0.07909944492238452,0.057845473289489746,-0.2098766565322876,-0.051690021779712936,0.07406783103942871,-0.2760486900806427,-0.08552738862889697,0.05628979206085205,-0.25010454654693604,-0.08602919268268039,0.03713864088058472,-0.21356278657913208,-0.07720821189540317,Left
0.0,0.0,0.0,-0.06404858827590942,-0.04670977592468262,-0.03951634015291461,-0.11165332794189453,-0.11464160680770874,-0.06446402068584689,-0.10155397653579712,-0.18370258808135986,-0.08980408604591616,-0.06477373838424683,-0.23385804891586304,-0.1127033412024332,-0.0820760726928711,-0.2663768231868744,-0.02990644718855151,-0.09336107969284058,-0.37944987416267395,-0.061655688242609585,-0.09486508369445801,-0.4475587010383606,-0.08294307734220752,-0.09307557344436646,-0.5090091824531555,-0.09848998780697116,-0.0329052209854126,-0.26454275846481323,-0.032392530845100964,-0.032220542430877686,-0.3567146062850952,-0.08611998255699405,-0.039359211921691895,-0.29486194252967834,-0.10476818229406604,-0.044756174087524414,-0.23519408702850342,-0.10446375157087573,0.013408422470092773,-0.24411875009536743,-0.0401780671939207,0.019503355026245117,-0.3165834844112396,-0.09127050186842212,0.002415955066680908,-0.24911361932754517,-0.0922899722620798,-0.011071443557739258,-0.18953830003738403,-0.07791221435516604,0.057802796363830566,-0.20905882120132446,-0.05168241928666362,0.07407641410827637,-0.2754746973514557,-0.08525067861526736,0.056604623794555664,-0.24856442213058472,-0.0852123006746126,0.03774404525756836,-0.21183264255523682,-0.07603322263210543,Left
0.0,0.0,0.0,-0.06438899040222168,-0.04827231168746948,-0.03840143256876871,-0.11155331134796143,-0.11687421798706055,-0.06269023963306353,-0.1005660891532898,-0.18597662448883057,-0.08754256763551638,-0.06336760520935059,-0.2347118854522705,-0.1098813826689522,-0.08119553327560425,-0.26793980598449707,-0.029131369898657056,-0.09223288297653198,-0.3810531198978424,-0.06022533052657053,-0.09370708465576172,-0.4489467144012451,-0.08106386312339708,-0.09184318780899048,-0.5102510452270508,-0.09627458849046633,-0.03193551301956177,-0.2655729651451111,-0.03169512026999399,-0.030807793140411377,-0.3563576936721802,-0.08489223965499804,-0.03871142864227295,-0.2954149544239044,-0.10351993539426729,-0.044854819774627686,-0.23539531230926514,-0.10330365249011919,0.014280915260314941,-0.2450886368751526,-0.0394116977700989,0.020593464374542236,-0.31517189741134644,-0.08978513279054567,0.002848327159881592,-0.24984794855117798,-0.0913393015513222,-0.011233866214752197,-0.19028359651565552,-0.07737551280353472,0.058442652225494385,-0.2104271650314331,-0.05078390264008448,0.07633596658706665,-0.27745968103408813,-0.0836917425045769,0.059220850467681885,-0.2551611065864563,-0.08427342423293993,0.039944350719451904,-0.2209269404411316,-0.07563203969095156,Left
0.0,0.0,0.0,-0.06383770704269409,-0.04742860794067383,-0.04036788469102959,-0.1112557053565979,-0.11620044708251953,-0.06550453802493195,-0.10167175531387329,-0.18636786937713623,-0.09103311052468399,-0.06438803672790527,-0.23690146207809448,-0.1139394511833487,-0.08158326148986816,-0.2677990198135376,-0.029569395016103783,-0.09286844730377197,-0.3812345862388611,-0.06139749115255455,-0.09450137615203857,-0.44936487078666687,-0.08269463678744415,-0.09277999401092529,-0.5108387172222137,-0.09817489435818771,-0.03265881538391113,-0.26590901613235474,-0.03166929831650833,-0.03156238794326782,-0.3576449751853943,-0.08652693232443909,-0.03879791498184204,-0.2965658903121948,-0.10631648650315384,-0.044606685638427734,-0.23686599731445312,-0.10641718855050186,0.013371706008911133,-0.24583667516708374,-0.039141738916903535,0.019837915897369385,-0.316192090511322,-0.0914976467743216,0.002741396427154541,-0.24966365098953247,-0.09401916911748032,-0.011132955551147461,-0.18974441289901733,-0.08007124265578369,0.0572550892829895,-0.2115294337272644,-0.05035149132755379,0.07453912496566772,-0.27841001749038696,-0.08456881543543915,0.05813115835189819,-0.2557067275047302,-0.08573384037163834,0.03946959972381592,-0.22152990102767944,-0.07717986604121307,Left
0.0,0.0,0.0,-0.064197838306427,-0.04880493879318237,-0.03782814805330048,-0.11047548055648804,-0.11755645275115967,-0.06200979714216004,-0.09859293699264526,-0.1857616901397705,-0.08682530810059319,-0.06214362382888794,-0.23437219858169556,-0.10921393026531945,-0.08013594150543213,-0.2695605754852295,-0.029227553577435117,-0.09070354700088501,-0.38280412554740906,-0.05984910641731034,-0.0920056700706482,-0.4501829743385315,-0.08028734912098656,-0.0898938775062561,-0.5109315812587738,-0.09519479860485802,-0.031044423580169678,-0.2660217881202698,-0.03222659294427643,-0.029868125915527344,-0.35887691378593445,-0.08435163338602791,-0.036704421043395996,-0.2982240319252014,-0.10230017145098458,-0.04154783487319946,-0.23929548263549805,-0.10185984213770638,0.015098094940185547,-0.24434322118759155,-0.04025339771927605,0.021242797374725342,-0.31647831201553345,-0.0899014963668705,0.0041100382804870605,-0.24957036972045898,-0.09062222083033333,-0.009036660194396973,-0.19004565477371216,-0.07629457552851449,0.05907338857650757,-0.20843857526779175,-0.051881697670829396,0.0761333703994751,-0.27705931663513184,-0.08408517082155953,0.058528006076812744,-0.2528177499771118,-0.08361313928784142,0.039591848850250244,-0.21740901470184326,-0.07438268949211846,Left
